Username,Last name,First name,Email address,Status,Started,Completed,Duration,Grade/100.00,Question 1,Response 1,Right answer 1
id_41048310,Roth,Charles,c.roth@student.example.com,Finished,19 July 2025  10:57 AM,19 July 2025  12:06 PM,1 hour 9 mins,100.0,"   Variable 1: \({9,541}\)   Variable 1 per household: \({4}\)  Variable 3: \({623}\)   Variable 4: \({4.0}\)  Variable 5: \({3.38}\)            ",Seed: 339483; ans1: 498.4 [score]; ans2: 9541 [score]; ans3: 152656 [score]; ans4: 8062.1 [score]; ans5: 537.5 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 339483; ans1: 498.4 [score]; ans2: 38041.9 [score]; ans3: 181156.9 [score]; ans4: 32145.4 [score]; ans5: 2143.0 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_20938170,Morris,Alexander,a.morris@student.example.com,Finished,19 July 2025  1:34 PM,23 July 2025  5:00 PM,4 days 3 hours,80.0,"   Variable 1: \({7,282}\)   Variable 1 per household: \({6}\)  Variable 3: \({748}\)   Variable 4: \({2.4}\)  Variable 5: \({1.19}\)            ",Seed: 270562; ans1: 935 [score]; ans2: 2912.8 [score]; ans3: 112142.8 [score]; ans4: 1444.3 [score]; ans5: 96.3 [score]; prt1: # = 0 | prt1-1-F; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 270562; ans1: 598.4 [score]; ans2: 20916.2 [score]; ans3: 130146.2 [score]; ans4: 10371.0 [score]; ans5: 691.4 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_31912614,Kent,Gary,g.kent@student.example.com,Finished,19 July 2025  1:56 PM,23 July 2025  1:07 PM,3 days 23 hours,100.0,"   Variable 1: \({5,462}\)   Variable 1 per household: \({3}\)  Variable 3: \({740}\)   Variable 4: \({2.7}\)  Variable 5: \({3.23}\)            ",Seed: 500732; ans1: 592.0 [score]; ans2: 4916.7 [score]; ans3: 86846.7 [score]; ans4: 5881.8 [score]; ans5: 392.1 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 500732; ans1: 592 [score]; ans2: 17460.9 [score]; ans3: 99390.9 [score]; ans4: 20888.4 [score]; ans5: 1392.6 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_60032499,Blackburn,Walter,w.blackburn@student.example.com,Finished,19 July 2025  3:48 PM,19 July 2025  4:23 PM,34 mins 58 secs,60.0,"   Variable 1: \({1,486}\)   Variable 1 per household: \({3}\)  Variable 3: \({722}\)   Variable 4: \({3.7}\)  Variable 5: \({2.02}\)            ",Seed: 234124; ans1: 577.6 [score]; ans2: 1832.7 [score]; ans3: 24122.7 [score]; ans4: 100.6 [score]; ans5: 66.7 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 0 | prt4-1-F | prt4-2-F | prt4-3-F | prt4-4-F; prt5: # = 0 | prt5-1-F | prt5-2-F,Seed: 234124; ans1: 577.6 [score]; ans2: 6351.5 [score]; ans3: 28641.5 [score]; ans4: 3467.6 [score]; ans5: 231.2 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_88120923,Wright,Laura,l.wright@student.example.com,Finished,19 July 2025  3:57 PM,19 July 2025  5:22 PM,1 hour 25 mins,100.0,"   Variable 1: \({5,121}\)   Variable 1 per household: \({4}\)  Variable 3: \({784}\)   Variable 4: \({3.9}\)  Variable 5: \({0.67}\)            ",Seed: 363594; ans1: 627.2 [score]; ans2: 4995.9 [score]; ans3: 81810.9 [score]; ans4: 858.3 [score]; ans5: 57.2 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 363594; ans1: 627.2 [score]; ans2: 25052.8 [score]; ans3: 101867.8 [score]; ans4: 4303.9 [score]; ans5: 286.9 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_31654484,Simpson,Jessica,j.simpson@student.example.com,Finished,19 July 2025  3:59 PM,19 July 2025  4:15 PM,16 mins 1 sec,100.0,"   Variable 1: \({7,404}\)   Variable 1 per household: \({3}\)  Variable 3: \({604}\)   Variable 4: \({1.2}\)  Variable 5: \({0.87}\)            ",Seed: 965925; ans1: 483.2 [score]; ans2: 2961.6 [score]; ans3: 114021.6 [score]; ans4: 2147.2 [score]; ans5: 143.1 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 965925; ans1: 483.2 [score]; ans2: 8586.3 [score]; ans3: 119646.3 [score]; ans4: 6225.0 [score]; ans5: 415.0 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_45998777,Barnett,Melvin,m.barnett@student.example.com,Finished,19 July 2025  4:51 PM,19 July 2025  4:52 PM,1 min 35 secs,100.0,"   Variable 1: \({8,258}\)   Variable 1 per household: \({4}\)  Variable 3: \({700}\)   Variable 4: \({4.5}\)  Variable 5: \({3.1}\)            ",Seed: 509614; ans1: 560 [score]; ans2: 9290.2 [score]; ans3: 133160.2 [score]; ans4: 6399.9 [score]; ans5: 426.7 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 509614; ans1: 560 [score]; ans2: 41620.3 [score]; ans3: 165490.3 [score]; ans4: 28671.8 [score]; ans5: 1911.5 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_12774032,Nicholson,Michael,m.nicholson@student.example.com,Finished,19 July 2025  6:10 PM,19 July 2025  6:25 PM,15 mins 19 secs,100.0,"   Variable 1: \({8,379}\)   Variable 1 per household: \({5}\)  Variable 3: \({712}\)   Variable 4: \({3.4}\)  Variable 5: \({2.82}\)            ",Seed: 831030; ans1: 569.6 [score]; ans2: 5698.4 [score]; ans3: 131383.4 [score]; ans4: 4725.8 [score]; ans5: 315.1 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 831030; ans1: 569.6 [score]; ans2: 32454.2 [score]; ans3: 158139.2 [score]; ans4: 26917.9 [score]; ans5: 1794.5 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_19951742,Khan,Jessica,j.khan@student.example.com,Finished,19 July 2025  7:07 PM,23 July 2025  5:00 PM,3 days 21 hours,100.0,"   Variable 1: \({8,762}\)   Variable 1 per household: \({5}\)  Variable 3: \({640}\)   Variable 4: \({2.6}\)  Variable 5: \({1.74}\)            ",Seed: 57258; ans1: 512 [score]; ans2: 4556.2 [score]; ans3: 135986.2 [score]; ans4: 3049.2 [score]; ans5: 203.3 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 57258; ans1: 512 [score]; ans2: 23327.9 [score]; ans3: 154757.9 [score]; ans4: 15611.8 [score]; ans5: 1040.8 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_29558029,Hartman,Melissa,m.hartman@student.example.com,Finished,19 July 2025  7:15 PM,23 July 2025  1:16 PM,3 days 18 hours,100.0,"   Variable 1: \({7,140}\)   Variable 1 per household: \({5}\)  Variable 3: \({763}\)   Variable 4: \({0.6}\)  Variable 5: \({3.76}\)            ",Seed: 591831; ans1: 610.4 [score]; ans2: 856.8 [score]; ans3: 107956.8 [score]; ans4: 5369.3 [score]; ans5: 358 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 591831; ans1: 610.4 [score]; ans2: 5229.9 [score]; ans3: 112329.9 [score]; ans4: 32774.1 [score]; ans5: 2184.9 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_79192121,Mercado,Donald,d.mercado@student.example.com,Finished,19 July 2025  9:07 PM,19 July 2025  9:12 PM,5 mins,100.0,"   Variable 1: \({7,237}\)   Variable 1 per household: \({4}\)  Variable 3: \({673}\)   Variable 4: \({3.5}\)  Variable 5: \({2.23}\)            ",Seed: 77236; ans1: 538.4 [score]; ans2: 6331.5 [score]; ans3: 114886.5 [score]; ans4: 4034.1 [score]; ans5: 268.9 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 77236; ans1: 538.4 [score]; ans2: 27274.8 [score]; ans3: 135829.8 [score]; ans4: 17377.9 [score]; ans5: 1158.5 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_64767295,Bridges,Danielle,d.bridges@student.example.com,Finished,19 July 2025  11:03 PM,23 July 2025  5:00 PM,3 days 17 hours,60.0,"   Variable 1: \({3,789}\)   Variable 1 per household: \({4}\)  Variable 3: \({599}\)   Variable 4: \({4.7}\)  Variable 5: \({2.52}\)            ",Seed: 73195; ans1: 479.2 [score]; ans2: 14959.0 [score]; ans3: 71794.0 [score]; ans4: 8020.6 [score]; ans5: 534.7 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 0 | prt2-1-F | prt2-2-F | prt2-3-F | prt2-4-F; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 0 | prt4-1-F | prt4-2-F | prt4-3-F | prt4-4-F; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 73195; ans1: 479.2 [score]; ans2: 17067.5 [score]; ans3: 73902.5 [score]; ans4: 9151.1 [score]; ans5: 610.1 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_53408110,Gallegos,Jacqueline,j.gallegos@student.example.com,Finished,19 July 2025  11:05 PM,23 July 2025  3:48 PM,3 days 16 hours,100.0,"   Variable 1: \({6,939}\)   Variable 1 per household: \({5}\)  Variable 3: \({587}\)   Variable 4: \({3.6}\)  Variable 5: \({2.78}\)            ",Seed: 651130; ans1: 469.6 [score]; ans2: 4996.1 [score]; ans3: 109081.1 [score]; ans4: 3858.1 [score]; ans5: 257.2 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 651130; ans1: 469.6 [score]; ans2: 23461.6 [score]; ans3: 127546.6 [score]; ans4: 18117.6 [score]; ans5: 1207.8 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_91998703,Rodriguez,Kelly,k.rodriguez@student.example.com,Finished,19 July 2025  11:51 PM,19 July 2025  11:54 PM,3 mins 5 secs,100.0,"   Variable 1: \({3,740}\)   Variable 1 per household: \({5}\)  Variable 3: \({690}\)   Variable 4: \({4.4}\)  Variable 5: \({2.42}\)            ",Seed: 271903; ans1: 552.0 [score]; ans2: 3291.2 [score]; ans3: 59391.2 [score]; ans4: 1810.2 [score]; ans5: 120.7 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 271903; ans1: 552 [score]; ans2: 18167.4 [score]; ans3: 74267.4 [score]; ans4: 9992.1 [score]; ans5: 666.1 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_91720477,Johnson,Stacey,s.johnson@student.example.com,Finished,20 July 2025  3:48 AM,20 July 2025  4:02 AM,13 mins 39 secs,100.0,"   Variable 1: \({3,169}\)   Variable 1 per household: \({6}\)  Variable 3: \({610}\)   Variable 4: \({4.3}\)  Variable 5: \({2.08}\)            ",Seed: 124244; ans1: 488 [score]; ans2: 2274.7 [score]; ans3: 49809.7 [score]; ans4: 1100.3 [score]; ans5: 73.4 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 124244; ans1: 488 [score]; ans2: 13299.7 [score]; ans3: 60834.7 [score]; ans4: 6433.3 [score]; ans5: 428.9 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
id_88215426,Parker,Brian,b.parker@student.example.com,Finished,20 July 2025  11:03 AM,20 July 2025  11:15 AM,12 mins 24 secs,100.0,"   Variable 1: \({4,114}\)   Variable 1 per household: \({5}\)  Variable 3: \({739}\)   Variable 4: \({3.7}\)  Variable 5: \({3.23}\)            ",Seed: 27019; ans1: 591.2 [score]; ans2: 3045.1 [score]; ans3: 64755.1 [score]; ans4: 2658.3 [score]; ans5: 177.2 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-F | prt2-2-F | prt2-3-T; prt3: # = 1 | prt3-1-F | prt3-2-T; prt4: # = 1 | prt4-1-F | prt4-2-F | prt4-3-T; prt5: # = 1 | prt5-1-F | prt5-2-T,Seed: 27019; ans1: 591.2 [score]; ans2: 17998.3 [score]; ans3: 79708.3 [score]; ans4: 15712.0 [score]; ans5: 1047.5 [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-1-T; prt5: # = 1 | prt5-1-T
