Username,Last name,First name,Email address,Status,Started,Completed,Duration,Grade/100.00,Question 1,Response 1,Right answer 1
id_87908511,Hart,Brandon,b.hart@student.example.com,Finished,20 June 2025  5:01 PM,21 June 2025  11:08 PM,1 day 6 hours,100.0,Variable 1: \({2000}\) ; Variable 2: \({192}\) ; Variable 3: \({7}\) ; Variable 4: \({109}\) ;   ,Seed: 753679; ans1: 27 [score]; ans2: 43 [score]; ans3: 40 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 753679; ans1: 27 [score]; ans2: 44 [score]; ans3: 40 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_31654484,Simpson,Jessica,j.simpson@student.example.com,Finished,21 June 2025  4:27 PM,21 June 2025  4:43 PM,15 mins 51 secs,100.0,Variable 1: \({2200}\) ; Variable 2: \({173}\) ; Variable 3: \({7}\) ; Variable 4: \({33}\) ;   ,Seed: 830822; ans1: 25 [score]; ans2: 44 [score]; ans3: 12 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 830822; ans1: 25 [score]; ans2: 43 [score]; ans3: 12 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_50984896,Reyes,Kimberly,k.reyes@student.example.com,Finished,21 June 2025  4:31 PM,21 June 2025  4:44 PM,13 mins 15 secs,100.0,Variable 1: \({1000}\) ; Variable 2: \({191}\) ; Variable 3: \({6}\) ; Variable 4: \({70}\) ;   ,Seed: 365794; ans1: 32 [score]; ans2: 26 [score]; ans3: 26 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 365794; ans1: 32 [score]; ans2: 25 [score]; ans3: 26 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_91392178,Nicholson,Elizabeth,e.nicholson@student.example.com,Finished,21 June 2025  4:54 PM,23 June 2025  9:25 AM,1 day 16 hours,100.0,Variable 1: \({1000}\) ; Variable 2: \({147}\) ; Variable 3: \({6}\) ; Variable 4: \({47}\) ;   ,Seed: 766358; ans1: 25 [score]; ans2: 20 [score]; ans3: 17 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 766358; ans1: 24 [score]; ans2: 20 [score]; ans3: 17 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_95111967,Barber,Keith,k.barber@student.example.com,Finished,21 June 2025  5:35 PM,21 June 2025  5:42 PM,6 mins 35 secs,100.0,Variable 1: \({1400}\) ; Variable 2: \({73}\) ; Variable 3: \({6}\) ; Variable 4: \({92}\) ;   ,Seed: 112399; ans1: 12 [score]; ans2: 14 [score]; ans3: 34 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 112399; ans1: 12 [score]; ans2: 14 [score]; ans3: 34 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_19951742,Khan,Jessica,j.khan@student.example.com,Finished,21 June 2025  6:03 PM,25 June 2025  12:41 AM,3 days 6 hours,100.0,Variable 1: \({2200}\) ; Variable 2: \({99}\) ; Variable 3: \({7}\) ; Variable 4: \({35}\) ;   ,Seed: 443285; ans1: 14 [score]; ans2: 25 [score]; ans3: 13 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 443285; ans1: 14 [score]; ans2: 25 [score]; ans3: 13 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_56018539,Johnson,David,d.johnson@student.example.com,Finished,21 June 2025  6:08 PM,21 June 2025  6:10 PM,2 mins 20 secs,100.0,Variable 1: \({1800}\) ; Variable 2: \({197}\) ; Variable 3: \({5}\) ; Variable 4: \({110}\) ;   ,Seed: 413922; ans1: 39 [score]; ans2: 56 [score]; ans3: 40 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 413922; ans1: 39 [score]; ans2: 57 [score]; ans3: 40 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_31477701,Morrison,Jordan,j.morrison@student.example.com,Finished,21 June 2025  6:36 PM,25 June 2025  5:00 PM,3 days 22 hours,100.0,Variable 1: \({1000}\) ; Variable 2: \({128}\) ; Variable 3: \({4}\) ; Variable 4: \({45}\) ;   ,Seed: 77810; ans1: 32 [score]; ans2: 26 [score]; ans3: 16 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 77810; ans1: 32 [score]; ans2: 26 [score]; ans3: 16 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_88120923,Wright,Laura,l.wright@student.example.com,Finished,21 June 2025  6:58 PM,21 June 2025  7:48 PM,50 mins 28 secs,100.0,Variable 1: \({2200}\) ; Variable 2: \({148}\) ; Variable 3: \({4}\) ; Variable 4: \({39}\) ;   ,Seed: 608697; ans1: 37 [score]; ans2: 65 [score]; ans3: 14 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 608697; ans1: 37 [score]; ans2: 65 [score]; ans3: 14 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_64767295,Bridges,Danielle,d.bridges@student.example.com,Finished,21 June 2025  10:02 PM,25 June 2025  5:00 PM,3 days 18 hours,100.0,Variable 1: \({2600}\) ; Variable 2: \({129}\) ; Variable 3: \({7}\) ; Variable 4: \({43}\) ;   ,Seed: 991766; ans1: 18 [score]; ans2: 38 [score]; ans3: 16 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 991766; ans1: 18 [score]; ans2: 38 [score]; ans3: 16 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_53408110,Gallegos,Jacqueline,j.gallegos@student.example.com,Finished,21 June 2025  11:59 PM,25 June 2025  10:21 AM,3 days 10 hours,100.0,Variable 1: \({1400}\) ; Variable 2: \({52}\) ; Variable 3: \({3}\) ; Variable 4: \({89}\) ;   ,Seed: 80569; ans1: 17 [score]; ans2: 19 [score]; ans3: 32 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 80569; ans1: 17 [score]; ans2: 19 [score]; ans3: 32 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_61318179,Davis,Julia,j.davis@student.example.com,Finished,22 June 2025  9:46 AM,22 June 2025  9:52 AM,5 mins 26 secs,100.0,Variable 1: \({1400}\) ; Variable 2: \({75}\) ; Variable 3: \({3}\) ; Variable 4: \({93}\) ;   ,Seed: 442562; ans1: 25 [score]; ans2: 28 [score]; ans3: 34 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 442562; ans1: 25 [score]; ans2: 28 [score]; ans3: 34 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_15267530,Bishop,Trevor,t.bishop@student.example.com,Finished,22 June 2025  12:00 PM,22 June 2025  12:09 PM,8 mins 36 secs,70.0,Variable 1: \({2600}\) ; Variable 2: \({181}\) ; Variable 3: \({6}\) ; Variable 4: \({28}\) ;   ,Seed: 695434; ans1: 30 [score]; ans2: 63 [score]; ans3: 8 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 0 | prt3-1-F | ATGT_false. | prt3-2-F; prt4: # = 1 | prt4-2-T,Seed: 695434; ans1: 30 [score]; ans2: 63 [score]; ans3: 10 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_89312830,James,Eric,e.james@student.example.com,Finished,22 June 2025  1:53 PM,22 June 2025  2:04 PM,10 mins 59 secs,100.0,Variable 1: \({1000}\) ; Variable 2: \({73}\) ; Variable 3: \({7}\) ; Variable 4: \({48}\) ;   ,Seed: 836859; ans1: 10 [score]; ans2: 8 [score]; ans3: 18 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 836859; ans1: 10 [score]; ans2: 8 [score]; ans3: 18 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_54729471,Glenn,Erin,e.glenn@student.example.com,Finished,22 June 2025  2:10 PM,22 June 2025  2:24 PM,13 mins 14 secs,100.0,Variable 1: \({2400}\) ; Variable 2: \({143}\) ; Variable 3: \({7}\) ; Variable 4: \({116}\) ;   ,Seed: 916493; ans1: 20 [score]; ans2: 38 [score]; ans3: 42 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 916493; ans1: 20 [score]; ans2: 39 [score]; ans3: 42 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_29558029,Hartman,Melissa,m.hartman@student.example.com,Finished,22 June 2025  2:12 PM,25 June 2025  4:15 PM,3 days 2 hours,100.0,Variable 1: \({2400}\) ; Variable 2: \({116}\) ; Variable 3: \({3}\) ; Variable 4: \({77}\) ;   ,Seed: 367753; ans1: 39 [score]; ans2: 75 [score]; ans3: 28 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 367753; ans1: 39 [score]; ans2: 74 [score]; ans3: 28 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_51713999,Rivera,Tyler,t.rivera@student.example.com,Finished,22 June 2025  4:57 PM,23 June 2025  12:40 PM,19 hours 42 mins,100.0,Variable 1: \({2000}\) ; Variable 2: \({164}\) ; Variable 3: \({3}\) ; Variable 4: \({111}\) ;   ,Seed: 976432; ans1: 55 [score]; ans2: 88 [score]; ans3: 41 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 976432; ans1: 55 [score]; ans2: 87 [score]; ans3: 41 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_68247223,Flowers,Brittany,b.flowers@student.example.com,Finished,22 June 2025  6:33 PM,22 June 2025  6:49 PM,15 mins 55 secs,100.0,Variable 1: \({1600}\) ; Variable 2: \({71}\) ; Variable 3: \({7}\) ; Variable 4: \({120}\) ;   ,Seed: 443902; ans1: 10 [score]; ans2: 13 [score]; ans3: 44 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 443902; ans1: 10 [score]; ans2: 13 [score]; ans3: 44 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_98909797,Berry,George,g.berry@student.example.com,Finished,22 June 2025  6:33 PM,22 June 2025  6:47 PM,13 mins 57 secs,100.0,Variable 1: \({1800}\) ; Variable 2: \({196}\) ; Variable 3: \({5}\) ; Variable 4: \({74}\) ;   ,Seed: 537628; ans1: 39 [score]; ans2: 56 [score]; ans3: 27 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 537628; ans1: 39 [score]; ans2: 56 [score]; ans3: 27 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_34152306,Bridges,Joseph,j.bridges@student.example.com,Finished,22 June 2025  6:33 PM,22 June 2025  6:47 PM,14 mins 8 secs,100.0,Variable 1: \({1400}\) ; Variable 2: \({130}\) ; Variable 3: \({3}\) ; Variable 4: \({114}\) ;   ,Seed: 840016; ans1: 43 [score]; ans2: 48 [score]; ans3: 42 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 840016; ans1: 43 [score]; ans2: 49 [score]; ans3: 42 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_51928739,Richardson,Richard,r.richardson@student.example.com,Finished,22 June 2025  8:13 PM,22 June 2025  8:19 PM,5 mins 44 secs,100.0,Variable 1: \({2400}\) ; Variable 2: \({194}\) ; Variable 3: \({5}\) ; Variable 4: \({100}\) ;   ,Seed: 430841; ans1: 39 [score]; ans2: 75 [score]; ans3: 37 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 430841; ans1: 39 [score]; ans2: 74 [score]; ans3: 36 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_57009638,Ramos,Shaun,s.ramos@student.example.com,Finished,22 June 2025  9:02 PM,22 June 2025  9:51 PM,49 mins 2 secs,100.0,Variable 1: \({1800}\) ; Variable 2: \({112}\) ; Variable 3: \({5}\) ; Variable 4: \({98}\) ;   ,Seed: 1249; ans1: 22 [score]; ans2: 32 [score]; ans3: 36 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 1249; ans1: 22 [score]; ans2: 32 [score]; ans3: 36 [score]; ans4: false [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_36764358,Schultz,Angela,a.schultz@student.example.com,Finished,22 June 2025  9:02 PM,22 June 2025  9:11 PM,9 mins 11 secs,100.0,Variable 1: \({2200}\) ; Variable 2: \({60}\) ; Variable 3: \({4}\) ; Variable 4: \({25}\) ;   ,Seed: 63682; ans1: 15 [score]; ans2: 26.4 [score]; ans3: 9.125 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 63682; ans1: 15 [score]; ans2: 26 [score]; ans3: 9 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
id_96521747,Allen,Megan,m.allen@student.example.com,Finished,22 June 2025  9:31 PM,22 June 2025  9:33 PM,2 mins 51 secs,100.0,Variable 1: \({2200}\) ; Variable 2: \({176}\) ; Variable 3: \({5}\) ; Variable 4: \({44}\) ;   ,Seed: 161383; ans1: 35 [score]; ans2: 62 [score]; ans3: 15 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T,Seed: 161383; ans1: 35 [score]; ans2: 62 [score]; ans3: 16 [score]; ans4: true [score]; prt1: # = 1 | prt1-1-T; prt2: # = 1 | prt2-3-T | prt2-1-T; prt3: # = 1 | prt3-1-T; prt4: # = 1 | prt4-2-T
