Username,Last name,First name,Email address,Status,Started,Completed,Duration,Grade/100.00,Question 1,Response 1,Right answer 1,Question 2,Response 2,Right answer 2
id_22624592,Smith,Jon,j.smith@student.example.com,Finished,26 July 2025  3:09 PM,26 July 2025  3:15 PM,6 mins 48 secs,100.0,"   \({\left[ \text{a1} , \text{a4} , \text{h3} , \text{h5} , \text{h4} , \text{a5} , \text{a3} , \text{h1} \right]}\)         ","Seed: 192218; ans1: ""{\""used\"":[[[\""a1\"",\""a4\"",\""a3\"",\""a5\""]],[[\""h1\"",\""h4\"",\""h3\"",\""h5\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 192218; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project C,False,False
id_86740567,Flores,Kellie,k.flores@student.example.com,Finished,26 July 2025  3:34 PM,26 July 2025  3:52 PM,17 mins 44 secs,100.0,"   \({\left[ \text{a1} , \text{a6} , \text{a4} , \text{h6} , \text{h4} , \text{h2} , \text{a2} , \text{h1} \right]}\)         ","Seed: 57253; ans1: ""{\""used\"":[[[\""a1\"",\""a4\"",\""a6\"",\""a2\""]],[[\""h1\"",\""h4\"",\""h6\"",\""h2\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 57253; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project A,True,True
id_88120923,Wright,Laura,l.wright@student.example.com,Finished,26 July 2025  4:48 PM,30 July 2025  5:00 PM,4 days,100.0,"   \({\left[ \text{a4} , \text{h7} , \text{a2} , \text{a1} , \text{h4} , \text{a7} , \text{h2} , \text{h1} \right]}\)         ","Seed: 919080; ans1: ""{\""used\"":[[[\""a4\"",\""a2\"",\""a1\"",\""a7\""]],[[\""h7\"",\""h4\"",\""h2\"",\""h1\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 919080; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project B,False,False
id_21504638,Stephens,Robert,r.stephens@student.example.com,Finished,26 July 2025  5:24 PM,26 July 2025  5:26 PM,1 min 57 secs,100.0,"   \({\left[ \text{a5} , \text{h5} , \text{h3} , \text{a2} , \text{a3} , \text{a6} , \text{h6} , \text{h2} \right]}\)         ","Seed: 649879; ans1: ""{\""used\"":[[[\""a5\"",\""a2\"",\""a3\"",\""a6\""]],[[\""h3\"",\""h6\"",\""h5\"",\""h2\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 649879; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project C,False,False
id_33973990,Whitney,Patricia,p.whitney@student.example.com,Finished,26 July 2025  5:35 PM,26 July 2025  5:57 PM,22 mins 22 secs,100.0,"   \({\left[ \text{h5} , \text{a2} , \text{a3} , \text{a5} , \text{h3} , \text{a4} , \text{h2} , \text{h4} \right]}\)         ","Seed: 638203; ans1: ""{\""used\"":[[[\""a2\"",\""a3\"",\""a5\"",\""a4\""]],[[\""h5\"",\""h3\"",\""h2\"",\""h4\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 638203; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project A,True,True
id_69752164,Anderson,Jessica,j.anderson@student.example.com,Finished,26 July 2025  5:49 PM,26 July 2025  6:04 PM,15 mins 14 secs,100.0,"   \({\left[ \text{h4} , \text{h5} , \text{a4} , \text{h7} , \text{a7} , \text{h3} , \text{a5} , \text{a3} \right]}\)         ","Seed: 466003; ans1: ""{\""used\"":[[[\""a4\"",\""a7\"",\""a3\"",\""a5\""]],[[\""h5\"",\""h4\"",\""h7\"",\""h3\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 466003; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project A,True,True
id_38828630,Martin,Robert,r.martin@student.example.com,Finished,26 July 2025  11:37 PM,28 July 2025  3:05 PM,1 day 15 hours,100.0,"   \({\left[ \text{h5} , \text{a2} , \text{h3} , \text{h1} , \text{h2} , \text{a5} , \text{a3} , \text{a1} \right]}\)         ","Seed: 607972; ans1: ""{\""used\"":[[[\""a2\"",\""a5\"",\""a3\"",\""a1\""]],[[\""h3\"",\""h2\"",\""h1\"",\""h5\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 607972; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project C,False,False
id_64767295,Bridges,Danielle,d.bridges@student.example.com,Finished,27 July 2025  6:31 AM,30 July 2025  5:00 PM,3 days 10 hours,100.0,"   \({\left[ \text{a3} , \text{a2} , \text{h3} , \text{a5} , \text{h5} , \text{a4} , \text{h4} , \text{h2} \right]}\)         ","Seed: 924242; ans1: ""{\""used\"":[[[\""a2\"",\""a5\"",\""a3\"",\""a4\""]],[[\""h2\"",\""h5\"",\""h3\"",\""h4\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 924242; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project A,True,True
id_45998777,Barnett,Melvin,m.barnett@student.example.com,Finished,27 July 2025  12:49 PM,27 July 2025  1:04 PM,15 mins 32 secs,100.0,"   \({\left[ \text{h2} , \text{a2} , \text{a7} , \text{h6} , \text{h5} , \text{h7} , \text{a6} , \text{a5} \right]}\)         ","Seed: 931179; ans1: ""{\""used\"":[[[\""a2\"",\""a6\"",\""a7\"",\""a5\""]],[[\""h2\"",\""h6\"",\""h7\"",\""h5\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 931179; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project C,False,False
id_40739258,Galloway,Mallory,m.galloway@student.example.com,Finished,27 July 2025  12:59 PM,27 July 2025  1:03 PM,3 mins 47 secs,100.0,"   \({\left[ \text{a5} , \text{a6} , \text{h5} , \text{a4} , \text{h4} , \text{h6} , \text{h2} , \text{a2} \right]}\)         ","Seed: 131089; ans1: ""{\""used\"":[[[\""a5\"",\""a4\"",\""a6\"",\""a2\""]],[[\""h5\"",\""h2\"",\""h6\"",\""h4\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 131089; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project B,False,False
id_19951742,Khan,Jessica,j.khan@student.example.com,Finished,27 July 2025  2:23 PM,30 July 2025  5:00 PM,3 days 2 hours,87.5,"   \({\left[ \text{a7} , \text{a6} , \text{h1} , \text{h7} , \text{h6} , \text{h2} , \text{a1} , \text{a2} \right]}\)         ","Seed: 111920; ans1: ""{\""used\"":[[[\""a6\"",\""a1\"",\""a2\"",\""h1\""]],[[\""h7\"",\""a7\"",\""h2\"",\""h6\""]]],\""available\"":[]}"" [score]; prt1: # = 0.75 | prt1-1-F | prt1-2-T | prt1-5-F | prt1-6-T","Seed: 111920; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project B,False,False
id_29558029,Hartman,Melissa,m.hartman@student.example.com,Finished,27 July 2025  2:32 PM,30 July 2025  2:05 PM,2 days 23 hours,100.0,"   \({\left[ \text{a3} , \text{a6} , \text{a2} , \text{h3} , \text{h1} , \text{h6} , \text{h2} , \text{a1} \right]}\)         ","Seed: 759579; ans1: ""{\""used\"":[[[\""a3\"",\""a6\"",\""a2\"",\""a1\""]],[[\""h3\"",\""h1\"",\""h6\"",\""h2\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 759579; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project C,False,False
id_31654484,Simpson,Jessica,j.simpson@student.example.com,Finished,27 July 2025  3:16 PM,27 July 2025  4:18 PM,1 hour 1 min,100.0,"   \({\left[ \text{a3} , \text{h6} , \text{a4} , \text{h5} , \text{a6} , \text{a5} , \text{h4} , \text{h3} \right]}\)         ","Seed: 841719; ans1: ""{\""used\"":[[[\""a3\"",\""a4\"",\""a6\"",\""a5\""]],[[\""h3\"",\""h6\"",\""h5\"",\""h4\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 841719; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project A,True,True
id_51928739,Richardson,Richard,r.richardson@student.example.com,Finished,27 July 2025  4:17 PM,27 July 2025  4:20 PM,3 mins 13 secs,100.0,"   \({\left[ \text{h6} , \text{h3} , \text{a3} , \text{a1} , \text{h7} , \text{a7} , \text{a6} , \text{h1} \right]}\)         ","Seed: 837927; ans1: ""{\""used\"":[[[\""a3\"",\""a7\"",\""a6\"",\""a1\""]],[[\""h6\"",\""h7\"",\""h3\"",\""h1\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 837927; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project B,False,False
id_89312830,James,Eric,e.james@student.example.com,Finished,27 July 2025  4:18 PM,27 July 2025  4:22 PM,3 mins 35 secs,87.5,"   \({\left[ \text{a3} , \text{h1} , \text{a2} , \text{a5} , \text{a1} , \text{h2} , \text{h5} , \text{h3} \right]}\)         ","Seed: 134676; ans1: ""{\""used\"":[[[\""a3\"",\""h1\"",\""a1\"",\""a2\""]],[[\""h3\"",\""h2\"",\""h5\"",\""a5\""]]],\""available\"":[]}"" [score]; prt1: # = 0.75 | prt1-1-F | prt1-2-T | prt1-5-F | prt1-6-T","Seed: 134676; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project C,False,False
id_91998703,Rodriguez,Kelly,k.rodriguez@student.example.com,Finished,27 July 2025  6:09 PM,27 July 2025  6:11 PM,2 mins 9 secs,100.0,"   \({\left[ \text{a4} , \text{h4} , \text{a1} , \text{h6} , \text{h7} , \text{h1} , \text{a6} , \text{a7} \right]}\)         ","Seed: 742854; ans1: ""{\""used\"":[[[\""a4\"",\""a1\"",\""a6\"",\""a7\""]],[[\""h4\"",\""h6\"",\""h7\"",\""h1\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 742854; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project B,False,False
id_19619727,Cardenas,Elizabeth,e.cardenas@student.example.com,Finished,27 July 2025  6:35 PM,27 July 2025  6:42 PM,6 mins 52 secs,87.5,"   \({\left[ \text{a7} , \text{h6} , \text{h7} , \text{h5} , \text{h4} , \text{a5} , \text{a6} , \text{a4} \right]}\)         ","Seed: 672809; ans1: ""{\""used\"":[[[\""h4\"",\""a6\"",\""a5\"",\""a7\""]],[[\""h7\"",\""a4\"",\""h5\"",\""h6\""]]],\""available\"":[]}"" [score]; prt1: # = 0.75 | prt1-1-F | prt1-2-T | prt1-5-F | prt1-6-T","Seed: 672809; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project C,False,False
id_54302573,Shepherd,Allison,a.shepherd@student.example.com,Finished,27 July 2025  7:47 PM,27 July 2025  7:49 PM,1 min 54 secs,100.0,"   \({\left[ \text{h4} , \text{a4} , \text{h1} , \text{a1} , \text{h5} , \text{a2} , \text{h2} , \text{a5} \right]}\)         ","Seed: 717810; ans1: ""{\""used\"":[[[\""a4\"",\""a1\"",\""a2\"",\""a5\""]],[[\""h4\"",\""h5\"",\""h2\"",\""h1\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 717810; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project C,False,False
id_37150956,Dyer,William,w.dyer@student.example.com,Finished,27 July 2025  8:33 PM,29 July 2025  1:44 PM,1 day 17 hours,100.0,"   \({\left[ \text{a1} , \text{a5} , \text{h1} , \text{h3} , \text{a3} , \text{h7} , \text{h5} , \text{a7} \right]}\)         ","Seed: 431301; ans1: ""{\""used\"":[[[\""a3\"",\""a1\"",\""a5\"",\""a7\""]],[[\""h3\"",\""h1\"",\""h5\"",\""h7\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 431301; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project A,True,True
id_57009638,Ramos,Shaun,s.ramos@student.example.com,Finished,27 July 2025  8:49 PM,27 July 2025  9:49 PM,1 hour,100.0,"   \({\left[ \text{a5} , \text{h4} , \text{h5} , \text{a4} , \text{a3} , \text{h7} , \text{a7} , \text{h3} \right]}\)         ","Seed: 818931; ans1: ""{\""used\"":[[[\""a5\"",\""a4\"",\""a3\"",\""a7\""]],[[\""h4\"",\""h5\"",\""h7\"",\""h3\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 818931; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project A,True,True
id_91720477,Johnson,Stacey,s.johnson@student.example.com,Finished,27 July 2025  9:08 PM,27 July 2025  9:10 PM,1 min 42 secs,100.0,"   \({\left[ \text{h5} , \text{h7} , \text{h6} , \text{h4} , \text{a6} , \text{a4} , \text{a7} , \text{a5} \right]}\)         ","Seed: 892700; ans1: ""{\""used\"":[[[\""a6\"",\""a4\"",\""a7\"",\""a5\""]],[[\""h5\"",\""h7\"",\""h6\"",\""h4\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 892700; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project B,False,False
id_70725250,Willis,Zachary,z.willis@student.example.com,Finished,27 July 2025  11:09 PM,29 July 2025  10:40 AM,1 day 11 hours,100.0,"   \({\left[ \text{h3} , \text{h1} , \text{a5} , \text{a1} , \text{a6} , \text{h6} , \text{a3} , \text{h5} \right]}\)         ","Seed: 182352; ans1: ""{\""used\"":[[[\""a1\"",\""a3\"",\""a5\"",\""a6\""]],[[\""h1\"",\""h3\"",\""h5\"",\""h6\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 182352; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project C,False,False
id_96284148,Turner,Doris,d.turner@student.example.com,Finished,28 July 2025  9:15 AM,28 July 2025  9:37 AM,22 mins 20 secs,100.0,"   \({\left[ \text{a6} , \text{h7} , \text{a7} , \text{h6} , \text{a4} , \text{h3} , \text{a3} , \text{h4} \right]}\)         ","Seed: 712220; ans1: ""{\""used\"":[[[\""a7\"",\""a6\"",\""a4\"",\""a3\""]],[[\""h6\"",\""h7\"",\""h4\"",\""h3\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 712220; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project C,False,False
id_36189854,Johnson,Kevin,k.johnson@student.example.com,Finished,28 July 2025  9:24 AM,28 July 2025  9:26 AM,1 min 40 secs,100.0,"   \({\left[ \text{h4} , \text{a3} , \text{h3} , \text{a4} , \text{h2} , \text{a2} , \text{h6} , \text{a6} \right]}\)         ","Seed: 613982; ans1: ""{\""used\"":[[[\""a4\"",\""a2\"",\""a3\"",\""a6\""]],[[\""h4\"",\""h2\"",\""h3\"",\""h6\""]]],\""available\"":[]}"" [score]; prt1: # = 1 | prt1-1-T | prt1-5-T","Seed: 613982; ans1: ""[\""a1\"",\""a2\"",\""a3\"",\""a4\"",\""a5\"",\""a6\"",\""a7\""],[\""h1\"",\""h2\"",\""h3\"",\""h4\"",\""h5\"",\""h6\"",\""h7\""]"" [score]; prt1: [RUNTIME_FV_ERROR] # = 0 | apply: second argument must be a list; found: a2[2][1][1]   |intersection: argument must be a set; found: a2[2][1][1]|intersection: argument must be a set; found: a2[2][2][1] | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F | prt1-6-F | prt1-7-F | prt1-8-F",Project C,False,False
