Username,Last name,First name,Email address,Status,Started,Completed,Duration,Grade/100.00,Question 1,Response 1,Right answer 1,Question 2,Response 2,Right answer 2,Question 3,Response 3,Right answer 3,Question 4,Response 4,Right answer 4
id_51713999,Rivera,Tyler,t.rivera@student.example.com,Finished,8/08/2025 20:22,13/08/2025 11:58,4 days 15 hours,100,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Option 1   ; Option 2,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 14      ; [[Drop zone 1]] -> {Option 14},-,{Drop zone 1 -> Option 14},Option 3   ; [[Drop zone 1]] -> {Option 3},{Drop zone 1 -> Option 3},{Drop zone 1 -> Option 3}
id_62210219,Walters,Kathleen,k.walters@student.example.com,Finished,8/08/2025 20:43,13/08/2025 12:31,4 days 15 hours,65,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 2   ; Option 3,Option 1   ; Option 2,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4,Option 10; [[Drop zone 1]] -> {Option 10},{Drop zone 1 -> Option 10},{Drop zone 1 -> Option 10},Option 15; [[Drop zone 1]] -> {Option 15},{Drop zone 1 -> Option 15},{Drop zone 1 -> Option 15}
id_20938170,Morris,Alexander,a.morris@student.example.com,Finished,8/08/2025 20:53,13/08/2025 17:00,4 days 20 hours,25,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 5,Option 3   ; Option 4   ; Option 7,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 3,Option 1   ; Option 2,Option 5      ; [[Drop zone 1]] -> {Option 5},{Drop zone 1 -> Option 5},{Drop zone 1 -> Option 5},Option 3   ; [[Drop zone 1]] -> {Option 3},-,{Drop zone 1 -> Option 3}
id_50475029,Salinas,Thomas,t.salinas@student.example.com,Finished,9/08/2025 1:20,9/08/2025 1:26,5 mins 22 secs,80,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 2   ; Option 3,Option 1   ; Option 2,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 1   ; [[Drop zone 1]] -> {Option 1},{Drop zone 1 -> Option 1},{Drop zone 1 -> Option 1},Option 9; [[Drop zone 1]] -> {Option 9},{Drop zone 1 -> Option 9},{Drop zone 1 -> Option 9}
id_93135410,Lee,Destiny,d.lee@student.example.com,Finished,9/08/2025 8:05,9/08/2025 8:13,8 mins 22 secs,69.17,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 7,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4,Option 2   ; [[Drop zone 1]] -> {Option 2}; [[Drop zone 2]] -> {Option 2}; [[Drop zone 3]] -> {Option 2},"{Drop zone 1 -> Option 2}, {Drop zone 3 -> Option 2}","{Drop zone 1 -> Option 2}, {Drop zone 2 -> Option 2}, {Drop zone 3 -> Option 2}",Option 7      ; [[Drop zone 1]] -> {Option 7},{Drop zone 1 -> Option 7},{Drop zone 1 -> Option 7}
id_96412727,Palmer,Valerie,v.palmer@student.example.com,Finished,9/08/2025 10:31,9/08/2025 10:41,9 mins 38 secs,85,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 6      ; [[Drop zone 1]] -> {Option 6},{Drop zone 1 -> Option 6},{Drop zone 1 -> Option 6},Option 3   ; [[Drop zone 1]] -> {Option 3},{Drop zone 1 -> Option 3},{Drop zone 1 -> Option 3}
id_21504638,Stephens,Robert,r.stephens@student.example.com,Finished,9/08/2025 11:20,9/08/2025 11:23,2 mins 28 secs,92.5,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 3   ; Option 4   ; Option 7,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4   ; Option 5,Option 3   ; Option 4,Option 6      ; [[Drop zone 1]] -> {Option 6},{Drop zone 1 -> Option 6},{Drop zone 1 -> Option 6},Option 2   ; [[Drop zone 1]] -> {Option 2}; [[Drop zone 2]] -> {Option 2}; [[Drop zone 3]] -> {Option 2},"{Drop zone 1 -> Option 2}, {Drop zone 2 -> Option 2}, {Drop zone 3 -> Option 2}","{Drop zone 1 -> Option 2}, {Drop zone 2 -> Option 2}, {Drop zone 3 -> Option 2}"
id_53408110,Gallegos,Jacqueline,j.gallegos@student.example.com,Finished,9/08/2025 13:57,13/08/2025 17:00,4 days 3 hours,84.17,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 9; [[Drop zone 1]] -> {Option 9},{Drop zone 1 -> Option 9},{Drop zone 1 -> Option 9},Option 11; [[Drop zone 1]] -> {Option 11},{Drop zone 1 -> Option 11},{Drop zone 1 -> Option 11}
id_33071753,Thomas,David,d.thomas@student.example.com,Finished,9/08/2025 14:30,9/08/2025 14:32,2 mins 3 secs,76.67,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 5,Option 3   ; Option 4   ; Option 7,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4   ; Option 5,Option 3   ; Option 4,Option 9; [[Drop zone 1]] -> {Option 9},{Drop zone 1 -> Option 9},{Drop zone 1 -> Option 9},Option 2   ; [[Drop zone 1]] -> {Option 2}; [[Drop zone 2]] -> {Option 2}; [[Drop zone 3]] -> {Option 2},"{Drop zone 1 -> Option 2}, {Drop zone 2 -> Option 2}, {Drop zone 3 -> Option 2}","{Drop zone 1 -> Option 2}, {Drop zone 2 -> Option 2}, {Drop zone 3 -> Option 2}"
id_50984896,Reyes,Kimberly,k.reyes@student.example.com,Finished,9/08/2025 16:25,9/08/2025 16:28,2 mins 53 secs,80,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4,Option 3   ; Option 4,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 2   ; Option 3,Option 1   ; Option 2,Option 6      ; [[Drop zone 1]] -> {Option 6},{Drop zone 1 -> Option 6},{Drop zone 1 -> Option 6},Option 15; [[Drop zone 1]] -> {Option 15},{Drop zone 1 -> Option 15},{Drop zone 1 -> Option 15}
id_31654484,Simpson,Jessica,j.simpson@student.example.com,Finished,9/08/2025 16:26,9/08/2025 16:36,9 mins 59 secs,55,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 2   ; Option 3,Option 1   ; Option 2,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 15; [[Drop zone 1]] -> {Option 15},{Drop zone 1 -> Option 15},{Drop zone 1 -> Option 15},Option 6      ; [[Drop zone 1]] -> {Option 6},-,{Drop zone 1 -> Option 6}
id_88120923,Wright,Laura,l.wright@student.example.com,Finished,9/08/2025 17:12,12/08/2025 16:11,2 days 22 hours,77.5,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4,Option 10; [[Drop zone 1]] -> {Option 10},{Drop zone 1 -> Option 10},{Drop zone 1 -> Option 10},Option 14      ; [[Drop zone 1]] -> {Option 14},-,{Drop zone 1 -> Option 14}
id_12774032,Nicholson,Michael,m.nicholson@student.example.com,Finished,9/08/2025 17:50,13/08/2025 17:00,3 days 23 hours,85,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 1   ; [[Drop zone 1]] -> {Option 1},{Drop zone 1 -> Option 1},{Drop zone 1 -> Option 1},Option 12   ; [[Drop zone 1]] -> {Option 12},{Drop zone 1 -> Option 12},{Drop zone 1 -> Option 12}
id_13686262,Knapp,Sharon,s.knapp@student.example.com,Finished,9/08/2025 18:34,9/08/2025 18:36,2 mins 8 secs,91.67,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4,Option 3   ; Option 4,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 14      ; [[Drop zone 1]] -> {Option 14}; [[Drop zone 2]] -> {Option 14},{Drop zone 2 -> Option 14},"{Drop zone 1 -> Option 14}, {Drop zone 2 -> Option 14}",Option 3   ; [[Drop zone 1]] -> {Option 3},{Drop zone 1 -> Option 3},{Drop zone 1 -> Option 3}
id_91720477,Johnson,Stacey,s.johnson@student.example.com,Finished,9/08/2025 19:40,9/08/2025 19:43,2 mins 46 secs,85,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4   ; Option 5,Option 3   ; Option 4,Option 11; [[Drop zone 1]] -> {Option 11},{Drop zone 1 -> Option 11},{Drop zone 1 -> Option 11},Option 7      ; [[Drop zone 1]] -> {Option 7},{Drop zone 1 -> Option 7},{Drop zone 1 -> Option 7}
id_95111967,Barber,Keith,k.barber@student.example.com,Finished,9/08/2025 20:36,9/08/2025 20:38,2 mins 14 secs,68.33,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 13   ; [[Drop zone 1]] -> {Option 13},{Drop zone 1 -> Option 13},{Drop zone 1 -> Option 13},Option 2   ; [[Drop zone 1]] -> {Option 2}; [[Drop zone 2]] -> {Option 2}; [[Drop zone 3]] -> {Option 2},{Drop zone 1 -> Option 2},"{Drop zone 1 -> Option 2}, {Drop zone 2 -> Option 2}, {Drop zone 3 -> Option 2}"
id_69752164,Anderson,Jessica,j.anderson@student.example.com,Finished,9/08/2025 22:16,12/08/2025 23:40,3 days 1 hour,100,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 3   ; Option 4   ; Option 7,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Option 1   ; Option 2,Option 3   ; [[Drop zone 1]] -> {Option 3},{Drop zone 1 -> Option 3},{Drop zone 1 -> Option 3},Option 1   ; [[Drop zone 1]] -> {Option 1},{Drop zone 1 -> Option 1},{Drop zone 1 -> Option 1}
id_47915105,Moore,Michelle,m.moore@student.example.com,Finished,9/08/2025 22:39,10/08/2025 18:00,19 hours 20 mins,80,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 2   ; Option 3,Option 1   ; Option 2,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4,Option 3   ; Option 4,Option 7      ; [[Drop zone 1]] -> {Option 7},{Drop zone 1 -> Option 7},{Drop zone 1 -> Option 7},Option 10; [[Drop zone 1]] -> {Option 10},{Drop zone 1 -> Option 10},{Drop zone 1 -> Option 10}
id_41514307,Fields,Nancy,n.fields@student.example.com,Finished,9/08/2025 23:55,10/08/2025 0:31,35 mins 51 secs,50,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 6,Option 3   ; Option 4,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 5,Option 3   ; Option 4   ; Option 7,Option 2   ; [[Drop zone 1]] -> {Option 2}; [[Drop zone 2]] -> {Option 2}; [[Drop zone 3]] -> {Option 2},"{Drop zone 1 -> Option 2}, {Drop zone 2 -> Option 2}, {Drop zone 3 -> Option 2}","{Drop zone 1 -> Option 2}, {Drop zone 2 -> Option 2}, {Drop zone 3 -> Option 2}",Option 14      ; [[Drop zone 1]] -> {Option 14},{Drop zone 1 -> Option 14},{Drop zone 1 -> Option 14}
id_61318179,Davis,Julia,j.davis@student.example.com,Finished,10/08/2025 10:26,10/08/2025 10:34,8 mins 43 secs,100,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Option 1   ; Option 2,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4,Option 3   ; Option 4,Option 2   ; [[Drop zone 1]] -> {Option 2}; [[Drop zone 2]] -> {Option 2}; [[Drop zone 3]] -> {Option 2},"{Drop zone 1 -> Option 2}, {Drop zone 2 -> Option 2}, {Drop zone 3 -> Option 2}","{Drop zone 1 -> Option 2}, {Drop zone 2 -> Option 2}, {Drop zone 3 -> Option 2}",Option 14      ; [[Drop zone 1]] -> {Option 14},{Drop zone 1 -> Option 14},{Drop zone 1 -> Option 14}
id_40869660,Brown,Micheal,m.brown@student.example.com,Finished,10/08/2025 11:16,10/08/2025 11:26,10 mins 23 secs,92.5,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 7,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4,Option 3   ; Option 4,Option 10; [[Drop zone 1]] -> {Option 10},{Drop zone 1 -> Option 10},{Drop zone 1 -> Option 10},Option 1   ; [[Drop zone 1]] -> {Option 1},{Drop zone 1 -> Option 1},{Drop zone 1 -> Option 1}
id_64767295,Bridges,Danielle,d.bridges@student.example.com,Finished,10/08/2025 12:42,13/08/2025 17:00,3 days 4 hours,87.5,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 2,Option 1   ; Option 2,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 15; [[Drop zone 1]] -> {Option 15},{Drop zone 1 -> Option 15},{Drop zone 1 -> Option 15},Option 5      ; [[Drop zone 1]] -> {Option 5},{Drop zone 1 -> Option 5},{Drop zone 1 -> Option 5}
id_54053637,Smith,Michelle,m.smith@student.example.com,Finished,10/08/2025 14:17,10/08/2025 14:19,2 mins 1 sec,85,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4   ; Option 5,Option 3   ; Option 4,Option 5      ; [[Drop zone 1]] -> {Option 5},{Drop zone 1 -> Option 5},{Drop zone 1 -> Option 5},Option 10; [[Drop zone 1]] -> {Option 10},{Drop zone 1 -> Option 10},{Drop zone 1 -> Option 10}
id_86740567,Flores,Kellie,k.flores@student.example.com,Finished,10/08/2025 14:51,10/08/2025 15:04,13 mins 3 secs,92.5,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4,Option 3   ; Option 4,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Option 3   ; [[Drop zone 1]] -> {Option 3},{Drop zone 1 -> Option 3},{Drop zone 1 -> Option 3},Option 12   ; [[Drop zone 1]] -> {Option 12},{Drop zone 1 -> Option 12},{Drop zone 1 -> Option 12}
id_45998777,Barnett,Melvin,m.barnett@student.example.com,Finished,10/08/2025 14:51,10/08/2025 14:56,4 mins 59 secs,59.17,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 7,Option 3   ; Option 4   ; Option 7,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Option 11; [[Drop zone 1]] -> {Option 11},{Drop zone 1 -> Option 11},{Drop zone 1 -> Option 11},Option 5      ; [[Drop zone 1]] -> {Option 5},-,{Drop zone 1 -> Option 5}
id_22624592,Smith,Jon,j.smith@student.example.com,Finished,10/08/2025 17:35,10/08/2025 17:58,23 mins,92.5,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 3   ; Option 4   ; Option 7,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4   ; Option 6,Option 3   ; Option 4,Option 9; [[Drop zone 1]] -> {Option 9},{Drop zone 1 -> Option 9},{Drop zone 1 -> Option 9},Option 1   ; [[Drop zone 1]] -> {Option 1},{Drop zone 1 -> Option 1},{Drop zone 1 -> Option 1}
id_83845735,Smith,Tracy,t.smith@student.example.com,Finished,10/08/2025 17:39,10/08/2025 17:59,19 mins 48 secs,92.5,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 3   ; Option 4   ; Option 7,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4   ; Option 6,Option 3   ; Option 4,Option 7      ; [[Drop zone 1]] -> {Option 7},{Drop zone 1 -> Option 7},{Drop zone 1 -> Option 7},Option 12   ; [[Drop zone 1]] -> {Option 12},{Drop zone 1 -> Option 12},{Drop zone 1 -> Option 12}
id_37150956,Dyer,William,w.dyer@student.example.com,Finished,10/08/2025 18:06,10/08/2025 18:21,14 mins 32 secs,91.67,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4,Option 3   ; Option 4,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 4      ; [[Drop zone 1]] -> {Option 4},{Drop zone 1 -> Option 4},{Drop zone 1 -> Option 4},Option 14      ; [[Drop zone 1]] -> {Option 14},{Drop zone 1 -> Option 14},{Drop zone 1 -> Option 14}
id_89312830,James,Eric,e.james@student.example.com,Finished,10/08/2025 19:31,10/08/2025 19:46,15 mins 19 secs,92.5,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 7,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4,Option 3   ; Option 4,Option 7      ; [[Drop zone 1]] -> {Option 7},{Drop zone 1 -> Option 7},{Drop zone 1 -> Option 7},Option 4      ; [[Drop zone 1]] -> {Option 4},{Drop zone 1 -> Option 4},{Drop zone 1 -> Option 4}
id_19619727,Cardenas,Elizabeth,e.cardenas@student.example.com,Finished,10/08/2025 20:13,13/08/2025 17:00,2 days 20 hours,85,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 3   ; Option 4   ; Option 5,Option 3   ; Option 4,Option 12   ; [[Drop zone 1]] -> {Option 12},{Drop zone 1 -> Option 12},{Drop zone 1 -> Option 12},Option 2   ; [[Drop zone 1]] -> {Option 2}; [[Drop zone 2]] -> {Option 2}; [[Drop zone 3]] -> {Option 2},"{Drop zone 1 -> Option 2}, {Drop zone 2 -> Option 2}, {Drop zone 3 -> Option 2}","{Drop zone 1 -> Option 2}, {Drop zone 2 -> Option 2}, {Drop zone 3 -> Option 2}"
id_31912614,Kent,Gary,g.kent@student.example.com,Finished,10/08/2025 20:44,10/08/2025 21:05,21 mins 52 secs,92.5,Question text 1   : Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2   ; Option 3,Option 1   ; Option 2,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 12   ; [[Drop zone 1]] -> {Option 12},{Drop zone 1 -> Option 12},{Drop zone 1 -> Option 12},Option 14      ; [[Drop zone 1]] -> {Option 14}; [[Drop zone 2]] -> {Option 14},{Drop zone 2 -> Option 14},"{Drop zone 1 -> Option 14}, {Drop zone 2 -> Option 14}"
id_19951742,Khan,Jessica,j.khan@student.example.com,Finished,10/08/2025 20:44,13/08/2025 17:00,2 days 20 hours,66.67,Question text 2      : Option 3   ; Option 4   ; Option 5   ; Option 6,Option 6,Option 3   ; Option 4,Question text 3      : Option 3   ; Option 4   ; Option 5   ; Option 7,Option 3   ; Option 7,Option 3   ; Option 4   ; Option 7,Option 8; [[Drop zone 1]] -> {Option 8},{Drop zone 1 -> Option 8},{Drop zone 1 -> Option 8},Option 5      ; [[Drop zone 1]] -> {Option 5},{Drop zone 1 -> Option 5},{Drop zone 1 -> Option 5}
